Date,Ticker,Open,High,Low,Close,Volume
2020-03-19,AAPL,60.036357886139776,61.35895770048267,58.87635255804571,59.4029655456543,271857200
2020-03-19,AMZN,93.0,97.25,91.63249969482422,94.04650115966797,207998000
2020-03-19,GOOGL,54.15210150102109,57.35628400103994,52.526374852540556,55.31902313232422,74064000
2020-03-19,MSFT,136.65642741711832,143.72039734227005,133.04785909180967,136.5989990234375,85922700
2020-03-19,TSLA,24.979999542236328,30.133333206176758,23.8973331451416,28.50933265686035,452932500
2020-03-20,AAPL,59.98539913252844,61.11385881136198,55.330817248448476,55.63174057006836,401693200
2020-03-20,AMZN,96.31549835205078,97.8499984741211,91.0364990234375,92.30449676513672,196358000
2020-03-20,GOOGL,56.275944586197916,56.6531428302749,52.85231423228287,53.1563606262207,82878000
2020-03-20,MSFT,139.7481123428989,140.80101492188504,130.0423193712447,131.46852111816406,84866200
2020-03-20,TSLA,29.213333129882812,31.799999237060547,28.38599967956543,28.50200080871582,424282500
2020-03-23,AAPL,55.35023092369006,55.45215566699075,51.59598621533572,54.44989013671875,336752800
2020-03-23,AMZN,91.38749694824219,95.97000122070312,90.5999984741211,95.1415023803711,156170000
2020-03-23,GOOGL,52.5671779570536,53.09167079517627,50.20347875276499,52.455711364746094,83672000
2020-03-23,MSFT,131.14307386995858,134.55064297153052,126.84535002067652,130.1571807861328,78975200
2020-03-23,TSLA,28.906667709350586,29.46666717529297,27.366666793823242,28.952667236328125,246817500
2020-03-24,AAPL,57.359609676283746,60.10916324280381,56.85969151927787,59.912593841552734,287531200
2020-03-24,AMZN,97.57499694824219,97.75,95.01699829101562,97.00499725341797,142942000
2020-03-24,GOOGL,54.93635331479006,56.39686943848624,54.06302620724,56.231658935546875,72468000
2020-03-24,MSFT,137.59443780402628,143.1939390281192,135.22063872307237,141.98788452148438,82516700
2020-03-24,TSLA,31.81999969482422,34.24599838256836,31.600000381469727,33.66666793823242,343428000
2020-03-25,AAPL,60.85176020184459,62.67185273031452,59.286481367958,59.582550048828125,303602000
2020-03-25,AMZN,96.03450012207031,97.51300048828125,94.28900146484375,94.29199981689453,129582000
2020-03-25,GOOGL,55.961448858891174,57.03581063497772,53.892840020620554,54.818912506103516,90324000
2020-03-25,MSFT,142.53352989125332,147.72143837305586,138.254938547916,140.6287384033203,75638200
2020-03-25,TSLA,36.349998474121094,37.133331298828125,34.07400131225586,35.95000076293945,318340500
2020-03-26,AAPL,59.82523808416542,62.77621240154902,59.78640854897909,62.71797180175781,252087200
2020-03-26,AMZN,95.0999984741211,97.82450103759766,94.4645004272461,97.77449798583984,124426000
2020-03-26,GOOGL,55.47079870126762,58.29529626026029,54.3416982421875,57.86933135986328,76562000
2020-03-26,MSFT,142.04531652432053,149.9516221166955,142.0166023310872,149.4251708984375,64568100
2020-03-26,TSLA,36.49266815185547,37.33333206176758,34.150001525878906,35.21066665649414,260710500
2020-03-27,AAPL,61.337120260245676,62.094277592448684,59.9538506329564,60.121299743652344,204216800
2020-03-27,AMZN,96.54299926757812,96.989501953125,94.99600219726562,95.00499725341797,107758000
2020-03-27,GOOGL,56.10526532209489,57.27865627332936,54.93734899052884,55.24885940551758,62794000
2020-03-27,MSFT,145.25186150604966,148.2574019111521,142.81105300447516,143.28964233398438,57042300
2020-03-27,TSLA,33.66666793823242,35.0533332824707,32.935333251953125,34.29066848754883,215661000
2020-03-30,AAPL,60.84933827038797,62.0093436795025,60.52414557218957,61.837039947509766,167976400
2020-03-30,AMZN,96.1415023803711,98.68150329589844,95.61699676513672,98.19750213623047,122522000
2020-03-30,GOOGL,56.36253564444081,57.276166921251175,54.663159753328635,57.042781829833984,58736000
2020-03-30,MSFT,145.91232801235856,153.72290995842877,143.58637610247226,153.36874389648438,63420300
2020-03-30,TSLA,34.017333984375,34.44333267211914,32.7486686706543,33.47533416748047,179971500
2020-03-31,AAPL,62.0287624061651,63.700817094858024,61.15511640489983,61.71084976196289,197002000
2020-03-31,AMZN,98.21749877929688,99.6510009765625,97.20050048828125,97.48600006103516,102472000
2020-03-31,GOOGL,57.16320227975935,58.39083058698721,56.565557615189896,57.8210563659668,65228000
2020-03-31,MSFT,152.5742694137717,157.72389517204311,149.8558855807532,150.95664978027344,77927200
2020-03-31,TSLA,33.41666793823242,36.19733428955078,33.133331298828125,34.93333435058594,266572500
2020-04-01,AAPL,59.82038104472191,60.35912878890937,58.031837774101646,58.46380615234375,176218400
2020-04-01,AMZN,96.64849853515625,97.24800109863281,94.6500015258789,95.38500213623047,82438000
2020-04-01,GOOGL,55.932587259759686,56.20229768361806,54.41434472078375,54.842796325683594,51970000
2020-04-01,MSFT,146.4483546017773,150.99495384595014,144.36171185398587,145.59646606445312,57969900
2020-04-01,TSLA,33.599998474121094,34.26333236694336,31.67333221435547,32.104000091552734,200298000
